POSTING DATE,QUANTITY
2022-09-24,64
2022-09-24,80
2022-09-24,492
2022-09-24,492
2022-09-26,300
2022-09-26,300
2022-09-28,300
2022-09-30,300
2022-10-01,450
2022-10-01,492
2022-10-02,492
2022-10-03,440
2022-10-06,485
2022-10-06,492
2022-10-08,385
2022-11-03,100
2022-11-08,200
2022-11-09,155
2022-11-10,420
2022-11-11,100
2022-11-14,200
2022-11-17,170
2022-11-18,450
2022-11-18,100
2022-11-19,180
2022-11-19,500
2022-11-21,490
2022-11-22,200
2022-11-26,200
2022-11-26,200
